date,open,high,low,close,volume
2024-07-08,9.7,9.85,9.39,9.44,101712
2024-07-09,9.47,9.69,9.11,9.64,99139
2024-07-10,9.58,9.83,9.5,9.59,74650
2024-07-11,9.8,9.86,9.7,9.83,87303
2024-07-12,9.76,9.88,9.58,9.59,69654
2024-07-15,9.58,9.59,9.28,9.37,73703
2024-07-16,9.34,9.53,9.25,9.45,62778
2024-07-17,9.45,9.63,9.24,9.25,65213
2024-07-18,9.17,9.22,8.87,9.12,84169
2024-07-19,9.12,9.28,9.03,9.22,56314
2024-07-22,9.27,9.58,9.2,9.47,83626
2024-07-23,9.55,9.55,9.27,9.33,58768
2024-07-24,9.26,9.32,9.03,9.06,66771
2024-07-25,9.0,9.26,8.93,9.14,63735
2024-07-26,9.1,9.3,9.08,9.28,51822
2024-07-29,9.27,9.38,9.16,9.3,55381
2024-07-30,9.3,9.46,9.2,9.37,63928
2024-07-31,9.37,9.87,9.32,9.76,84483
2024-08-01,9.77,9.9,9.71,9.79,66170
2024-08-02,9.72,9.83,9.51,9.54,61941
2024-08-05,9.42,9.66,9.11,9.15,97957
2024-08-06,9.24,9.39,9.12,9.24,58230
2024-08-07,9.23,9.51,9.2,9.34,91142
2024-08-08,9.3,9.38,9.01,9.24,72879
2024-08-09,9.29,9.32,9.03,9.05,65208
2024-08-12,9.05,9.06,8.84,8.91,58890
2024-08-13,8.95,9.03,8.77,8.99,52894
2024-08-14,8.97,9.21,8.94,9.1,67350
2024-08-15,9.07,9.48,9.03,9.39,93251
2024-08-16,9.41,9.51,9.33,9.38,79950
2024-08-19,9.34,9.65,9.34,9.47,69434
2024-08-20,9.48,9.52,9.21,9.29,65686
2024-08-21,9.28,9.43,9.11,9.14,49130
2024-08-22,9.14,9.25,8.8,8.85,80847
2024-08-23,8.9,9.14,8.79,8.99,81068
2024-08-26,8.99,9.12,8.91,9.02,64217
2024-08-27,9.44,10.75,9.24,9.81,335035
2024-08-28,9.52,9.69,9.21,9.6,249758
2024-08-29,9.4,10.13,9.35,9.93,274488
2024-08-30,9.88,10.44,9.85,10.06,298333
2024-09-02,10.14,11.06,10.01,10.53,408563
2024-09-03,10.7,10.88,10.19,10.42,336848
2024-09-04,10.15,10.34,9.9,10.01,224928
2024-09-05,10.0,10.1,9.9,10.03,146624
2024-09-06,9.92,9.99,9.68,9.76,137151
2024-09-09,9.96,10.06,9.61,9.85,108107
2024-09-10,9.76,10.25,9.68,10.24,217388
2024-09-11,10.08,10.09,9.88,9.88,134412
2024-09-12,9.84,10.4,9.8,10.18,225652
2024-09-13,10.16,10.2,9.85,9.89,136555
2024-09-18,9.88,10.02,9.32,9.5,134824
2024-09-19,9.61,10.19,9.43,10.06,217445
2024-09-20,10.08,10.22,10.03,10.13,155288
2024-09-23,10.19,10.46,10.07,10.33,184810
2024-09-24,10.3,10.59,10.1,10.58,215777
2024-09-25,10.57,11.22,10.51,10.73,292341
2024-09-26,10.7,10.99,10.66,10.98,196611
2024-09-27,11.18,12.68,11.08,11.95,327616
2024-09-30,12.4,14.23,12.02,14.14,494668
2024-10-08,16.82,16.97,15.0,16.97,561151
2024-10-09,15.81,16.63,14.25,14.35,436117
2024-10-10,15.0,15.8,14.39,14.46,350885
2024-10-11,13.88,14.42,13.15,13.39,312982
2024-10-14,13.5,14.38,13.11,14.3,294015
2024-10-15,14.12,14.88,13.87,13.9,272546
2024-10-16,13.53,14.66,13.51,14.2,231657
2024-10-17,14.4,14.6,14.12,14.15,238584
2024-10-18,14.0,15.23,13.9,14.78,286089
2024-10-21,15.03,15.8,14.86,15.54,290724
2024-10-22,15.37,15.47,14.75,15.01,262286
2024-10-23,15.01,15.68,14.76,14.9,269011
2024-10-24,14.61,15.09,14.36,14.56,184509
2024-10-25,14.55,14.97,14.5,14.73,164252
2024-10-28,14.94,15.32,14.81,15.25,206549
2024-10-29,15.39,15.48,14.48,14.52,229846
2024-10-30,15.07,16.16,14.61,15.54,362354
2024-10-31,15.6,16.17,15.3,15.96,414706
2024-11-01,15.61,15.69,14.03,14.08,345289
2024-11-04,13.91,14.27,13.8,14.09,201060
2024-11-05,14.1,14.81,14.02,14.76,220562
2024-11-06,14.76,15.18,14.61,14.8,240887
2024-11-07,14.6,15.16,14.46,15.14,234904
2024-11-08,15.27,15.45,14.82,14.9,244044
2024-11-11,15.0,16.33,14.97,16.15,382625
2024-11-12,16.29,16.29,15.22,15.45,307031
2024-11-13,15.3,16.01,15.11,15.78,283183
2024-11-14,15.7,16.68,15.37,15.43,400665
2024-11-15,15.44,17.58,15.44,16.12,583489
2024-11-18,16.36,16.39,13.81,13.91,497255
2024-11-19,14.39,14.45,13.7,14.38,241735
2024-11-20,14.34,15.66,14.21,15.3,349176
2024-11-21,15.21,15.65,14.91,15.33,268466
2024-11-22,15.19,16.06,14.75,14.82,338113
2024-11-25,15.18,15.28,14.21,14.8,219194
2024-11-26,14.69,16.24,14.5,14.85,274791
2024-11-27,14.45,15.45,14.11,15.4,267377
2024-11-28,15.32,15.85,15.0,15.06,234665
2024-11-29,15.11,15.75,14.81,15.49,273237
2024-12-02,15.54,16.15,15.38,15.86,294603
2024-12-03,15.73,17.21,15.6,16.69,563682
2024-12-04,16.32,16.45,15.65,15.88,369630
2024-12-05,15.72,17.08,15.71,17.05,574068
2024-12-06,17.2,17.35,16.54,16.82,396719
2024-12-09,16.9,17.14,16.18,16.43,286299
2024-12-10,16.7,17.36,16.45,16.59,420505
2024-12-11,16.46,16.86,16.25,16.8,280359
2024-12-12,16.86,16.97,16.25,16.64,254023
2024-12-13,16.3,17.46,16.22,16.87,495559
2024-12-16,16.93,17.03,16.03,16.5,312000
2024-12-17,16.45,16.55,15.3,15.42,302320
2024-12-18,15.3,15.83,14.86,15.53,186273
2024-12-19,15.18,16.48,15.17,16.29,326431
2024-12-20,16.19,16.46,16.02,16.38,201560
2024-12-23,16.35,16.37,14.95,14.99,292309
2024-12-24,14.9,15.24,14.52,15.08,208818
2024-12-25,14.97,15.07,14.25,14.49,170568
2024-12-26,14.64,15.26,14.51,14.69,203332
2024-12-27,14.89,16.15,14.56,15.51,393346
2024-12-30,16.5,16.8,15.61,15.65,483172
2024-12-31,15.6,16.1,14.54,14.61,346081
2025-01-02,14.9,17.53,14.76,16.63,1114094
2025-01-03,16.19,16.4,14.68,14.71,831484
2025-01-06,14.51,17.65,14.46,17.08,1226521
2025-01-07,16.6,17.44,16.28,17.34,930830
2025-01-08,17.13,18.17,16.88,18.15,984816
2025-01-09,17.73,18.24,17.05,17.1,699435
2025-01-10,17.01,17.18,15.51,15.54,629008
2025-01-13,15.06,16.68,14.6,16.04,516112
2025-01-14,16.0,17.3,15.8,17.21,633137
2025-01-15,17.5,18.2,17.2,17.37,763049
2025-01-16,18.0,18.51,17.25,17.5,664483
2025-01-17,17.34,17.49,16.61,16.79,474262
2025-01-20,17.17,17.9,16.78,16.91,417598
2025-01-21,17.38,18.49,17.28,17.45,546130
2025-01-22,17.18,19.48,17.01,17.88,780969
2025-01-23,18.18,19.99,18.18,19.3,963461
2025-01-24,19.01,20.5,18.8,20.08,872764
2025-01-27,24.1,24.1,24.1,24.1,202135
2025-02-05,28.92,28.92,28.92,28.92,39622
2025-02-06,34.7,34.7,34.11,34.7,780546
2025-02-07,36.39,41.6,35.85,39.94,1863298
2025-02-10,41.01,47.93,41.0,47.93,1251341
2025-02-11,50.48,57.52,47.91,52.07,1771705
2025-02-12,50.7,57.13,49.53,55.0,1553976
2025-02-13,52.78,62.62,50.71,55.72,1651998
2025-02-14,53.99,57.55,50.71,51.01,1467912
2025-02-17,50.47,55.17,50.47,53.8,1254252
2025-02-18,51.99,62.22,50.99,58.9,1627020
2025-02-19,57.6,70.5,56.0,69.38,1651524
2025-02-20,64.5,68.5,60.89,61.51,1470324
2025-02-21,61.8,64.2,58.5,60.48,1257253
2025-02-24,55.51,57.5,50.6,51.4,1211740
2025-02-25,50.14,54.71,49.56,52.65,927556
2025-02-26,52.57,53.99,51.07,52.0,777569
2025-02-27,52.0,53.29,51.08,52.3,670503
2025-02-28,51.51,56.66,51.03,53.33,1044616
2025-03-03,54.75,56.45,50.41,52.71,847713
2025-03-04,50.9,51.95,48.26,49.85,723784
2025-03-05,50.2,54.78,46.43,53.9,1153146
2025-03-06,52.85,58.09,52.5,54.29,1228390
2025-03-07,53.2,55.69,50.01,50.5,925581
2025-03-10,49.88,51.14,49.21,49.82,489128
2025-03-11,48.9,50.5,48.52,49.73,456050
2025-03-12,49.74,51.29,49.31,49.38,613430
2025-03-13,48.51,48.75,45.33,45.38,710900
2025-03-14,45.69,46.5,45.09,46.03,467046
2025-03-17,46.07,46.48,45.59,45.7,350758
2025-03-18,45.97,46.3,44.9,45.49,424056
2025-03-19,45.3,45.6,44.3,44.34,368135
2025-03-20,44.33,53.21,44.17,52.15,1664472
2025-03-21,49.39,52.5,48.0,49.01,1151777
2025-03-24,49.32,49.88,44.84,45.55,862922
2025-03-25,46.62,47.14,42.25,42.78,754422
2025-03-26,43.2,44.4,42.46,43.24,500847
2025-03-27,43.39,43.89,41.11,41.41,474210
2025-03-28,41.2,42.2,40.75,40.76,333333
2025-03-31,40.1,41.82,39.51,41.42,540492
2025-04-01,41.66,41.77,40.28,40.41,378790
2025-04-02,40.17,41.35,40.02,40.73,278153
2025-04-03,40.33,40.88,39.2,39.64,316408
2025-04-07,37.15,37.6,31.71,31.71,585583
2025-04-08,33.0,34.0,31.92,33.5,563786
2025-04-09,33.33,35.64,30.93,34.97,605594
2025-04-10,35.68,37.12,34.98,35.59,570829
2025-04-11,35.37,36.27,35.1,35.73,388795
2025-04-14,36.35,36.87,35.68,36.01,314997
2025-04-15,36.2,37.1,35.33,35.93,359884
2025-04-16,35.9,36.09,34.05,34.52,316570
2025-04-17,34.74,35.86,34.5,34.65,305245
2025-04-18,34.9,36.12,34.42,34.92,312248
2025-04-21,34.52,36.96,34.25,36.28,522323
2025-04-22,36.27,36.38,34.8,34.8,378514
2025-04-23,35.2,37.95,35.0,36.08,637492
2025-04-24,35.98,36.24,34.02,34.25,459550
2025-04-25,35.29,38.5,35.08,36.11,892180
2025-04-28,37.73,38.98,35.86,37.5,948809
2025-04-29,38.0,38.99,36.6,38.49,827179
2025-04-30,38.8,40.35,38.36,40.06,796555
2025-05-06,39.13,41.15,38.8,41.0,804079
2025-05-07,41.77,41.79,39.0,39.99,669519
2025-05-08,39.35,39.88,39.05,39.26,389646
2025-05-09,39.0,39.15,37.89,38.11,353056
2025-05-12,38.49,39.04,38.02,39.01,326296
2025-05-13,39.3,39.69,38.16,38.22,353826
2025-05-14,38.15,39.8,38.08,39.22,447249
2025-05-15,39.6,41.38,38.57,39.28,769452
2025-05-16,37.99,41.32,37.01,40.93,821724
2025-05-19,39.96,40.02,38.65,39.28,477493
2025-05-20,38.9,40.1,38.51,39.27,376191
2025-05-21,38.7,40.3,38.58,39.44,378958
2025-05-22,39.0,39.66,38.33,38.5,313087
2025-05-23,38.14,38.53,36.27,36.41,400191
2025-05-26,36.1,36.88,35.6,36.65,282961
2025-05-27,36.63,36.63,35.68,35.86,223050
2025-05-28,35.86,36.19,34.85,35.05,253119
2025-05-29,35.8,36.13,35.24,35.72,296110
2025-05-30,35.3,35.47,34.22,34.45,295582
2025-06-03,33.57,34.54,33.57,33.98,183168
2025-06-04,34.07,34.61,33.75,34.25,180555
2025-06-05,34.25,35.98,34.0,35.57,443945
2025-06-06,35.48,39.0,35.48,37.39,650044
2025-06-09,36.8,37.73,36.4,37.12,406367
2025-06-10,37.12,37.43,34.96,35.76,390321
2025-06-11,35.71,35.96,35.24,35.5,214886
2025-06-12,35.29,35.69,34.98,35.13,193054
2025-06-13,34.91,35.18,33.82,34.03,238828
2025-06-16,33.8,35.5,33.8,34.91,245028
2025-06-17,34.8,35.03,34.25,34.48,175866
2025-06-18,34.43,34.66,33.87,34.32,156337
2025-06-19,34.17,34.64,33.23,33.32,210995
2025-06-20,33.23,33.49,32.52,32.59,167105
2025-06-23,32.14,32.98,32.08,32.95,132203
2025-06-24,33.2,34.45,32.96,34.05,246143
2025-06-25,34.05,35.32,33.79,35.08,340996
2025-06-26,34.85,35.69,34.45,34.48,332180
2025-06-27,34.62,35.71,34.27,34.69,275646
2025-06-30,34.5,35.09,34.32,34.94,184576
2025-07-01,34.94,34.94,34.19,34.45,172483
2025-07-02,34.37,34.39,33.28,33.52,189724
2025-07-03,33.4,33.89,33.25,33.53,127488
2025-07-04,33.53,34.07,33.24,33.34,196001
2025-07-07,32.94,33.45,32.84,33.2,135239
2025-07-08,33.1,35.16,33.01,34.83,356446
2025-07-09,34.61,34.85,34.13,34.27,235770
2025-07-10,34.25,34.32,33.7,34.08,151850
2025-07-11,34.08,34.91,33.45,34.69,286853
2025-07-14,34.69,36.4,34.21,36.16,540625
2025-07-15,35.82,37.66,35.66,36.96,649306
2025-07-16,36.6,37.4,36.12,36.24,422704
2025-07-17,35.81,37.02,35.5,36.37,372408
2025-07-18,36.42,37.7,36.25,36.84,426603
2025-07-21,36.28,37.15,36.27,36.68,277507
2025-07-22,36.37,36.79,35.6,35.82,284701
2025-07-23,35.55,37.43,35.22,36.25,396694
2025-07-24,36.32,38.23,36.25,37.79,545899
2025-07-25,38.37,38.68,37.25,38.22,510244
2025-07-28,37.5,37.62,36.02,36.3,446184
2025-07-29,36.16,36.5,35.6,36.15,254353
2025-07-30,36.16,36.42,35.48,35.49,248841
2025-07-31,35.51,37.0,35.5,35.93,386405
2025-08-01,36.45,37.99,34.76,37.59,702613
2025-08-04,36.5,37.33,36.22,37.11,384030
2025-08-05,37.0,37.76,36.36,37.71,406338
2025-08-06,37.48,38.38,37.23,38.13,495452
2025-08-07,38.0,38.97,37.58,38.62,504590
2025-08-08,38.22,38.25,36.99,37.05,401692
2025-08-11,36.74,38.25,36.68,37.68,322306
2025-08-12,37.41,42.48,37.13,40.88,999785
2025-08-13,40.9,49.02,40.9,44.01,1461271
2025-08-14,44.0,44.71,41.81,41.82,915700
2025-08-15,41.83,44.49,41.83,43.78,724305
2025-08-18,43.07,45.86,43.07,44.12,791602
2025-08-19,43.58,44.95,42.82,42.84,622553
2025-08-20,42.53,43.63,41.15,42.23,513491
2025-08-21,42.06,48.0,41.68,47.98,891254
2025-08-22,47.0,52.0,45.89,49.1,1335226
2025-08-25,47.45,48.83,47.23,47.62,814849
2025-08-26,47.17,49.95,46.78,48.49,749490
2025-08-27,49.2,49.2,46.05,46.15,658840
2025-08-28,46.1,47.2,43.61,45.1,563205
2025-08-29,45.0,45.5,44.08,44.23,361497
2025-09-01,44.65,45.5,44.19,44.41,368542
2025-09-02,44.01,44.26,41.6,41.97,419691
2025-09-03,42.0,43.3,41.41,41.59,313483
2025-09-04,41.39,41.92,38.78,39.57,360459
2025-09-05,40.65,40.99,39.88,40.85,286320
2025-09-08,40.23,41.36,40.0,41.04,248000
2025-09-09,41.0,43.99,39.83,43.24,635907
2025-09-10,42.48,43.88,42.03,42.81,389865
2025-09-11,43.37,44.65,42.5,43.62,450874
2025-09-12,43.62,44.49,43.22,43.62,359040
2025-09-15,43.03,43.83,42.1,42.4,323606
2025-09-16,42.1,42.87,42.1,42.51,205373
2025-09-17,42.51,42.58,41.55,41.57,279254
2025-09-18,41.92,43.26,40.9,41.65,373925
2025-09-19,41.21,42.25,40.71,40.9,257752
2025-09-22,41.26,42.86,40.9,42.7,328736
2025-09-23,42.5,42.7,40.08,41.04,300485
2025-09-24,40.78,42.98,40.5,42.67,404682
2025-09-25,42.4,43.92,42.24,43.02,447374
2025-09-26,43.89,44.69,42.59,43.17,472326
2025-09-29,42.8,44.5,41.8,44.23,460235
2025-09-30,44.59,45.23,43.45,43.48,507250
2025-10-09,42.0,42.28,40.86,41.2,431348
2025-10-10,40.8,40.94,38.57,38.75,352919
2025-10-13,36.5,37.95,36.48,37.7,202607
2025-10-14,38.0,38.38,36.74,36.77,177835
2025-10-15,36.56,37.52,36.51,37.47,129903
2025-10-16,37.12,38.88,36.98,38.31,228293
2025-10-17,37.93,38.19,36.51,36.51,164186
2025-10-20,36.9,37.1,35.72,35.74,149207
2025-10-21,36.4,37.24,36.1,36.63,173166
2025-10-22,36.09,36.18,34.91,35.34,231768
2025-10-23,34.91,35.28,34.03,34.9,168171
2025-10-24,35.12,35.5,34.89,35.26,143856
2025-10-27,35.42,36.48,35.42,36.23,220401
2025-10-28,35.98,36.68,35.71,35.86,173798
2025-10-29,35.86,36.38,35.66,36.15,140560
2025-10-30,35.79,36.63,35.32,35.7,195500
2025-10-31,35.45,37.15,35.39,36.66,253561
2025-11-03,36.61,37.43,36.16,37.34,218861
2025-11-04,37.08,37.42,36.44,36.86,144671
2025-11-05,36.25,37.1,36.15,36.82,126676
2025-11-06,36.91,36.96,35.95,36.44,140893
2025-11-07,36.38,36.38,35.4,35.4,156057
2025-11-10,35.63,36.09,35.33,36.0,137036
2025-11-11,35.26,38.8,34.58,37.16,532163
2025-11-12,36.0,36.3,34.7,34.84,307086
